,experiment,cloud,env,env_type,nodes,application,metric,value,gpu_count,setup
27,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,time_seconds,29.453,8,kubernetes
28,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.6877,8,kubernetes
29,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.828,8,kubernetes
30,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7614,8,kubernetes
31,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.653,8,kubernetes
32,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.7761,8,kubernetes
33,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5949,8,kubernetes
34,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8071,8,kubernetes
35,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.532,8,kubernetes
36,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,time_seconds,29.23,8,kubernetes
37,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.6877,8,kubernetes
38,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.8289,8,kubernetes
39,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7602,8,kubernetes
40,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.6531,8,kubernetes
41,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.7766,8,kubernetes
42,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5948,8,kubernetes
43,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8076,8,kubernetes
44,azure/aks/gpu,azure,aks,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.5317,8,kubernetes
45,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,time_seconds,61.309,32,kubernetes
46,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6871,32,kubernetes
47,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8288,32,kubernetes
48,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7611,32,kubernetes
49,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.653,32,kubernetes
50,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7756,32,kubernetes
51,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5952,32,kubernetes
52,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8071,32,kubernetes
53,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5307,32,kubernetes
54,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,time_seconds,61.663,32,kubernetes
55,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6868,32,kubernetes
56,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8285,32,kubernetes
57,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7612,32,kubernetes
58,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6533,32,kubernetes
59,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7758,32,kubernetes
60,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.595,32,kubernetes
61,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8062,32,kubernetes
62,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5321,32,kubernetes
63,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,time_seconds,61.233,32,kubernetes
64,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6872,32,kubernetes
65,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8288,32,kubernetes
66,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7606,32,kubernetes
67,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6528,32,kubernetes
68,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7758,32,kubernetes
69,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5945,32,kubernetes
70,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.807,32,kubernetes
71,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5319,32,kubernetes
72,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,time_seconds,62.1,32,kubernetes
73,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6876,32,kubernetes
74,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8283,32,kubernetes
75,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.761,32,kubernetes
76,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6533,32,kubernetes
77,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7757,32,kubernetes
78,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5944,32,kubernetes
79,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8077,32,kubernetes
80,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5305,32,kubernetes
81,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,time_seconds,61.53,32,kubernetes
82,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6873,32,kubernetes
83,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8291,32,kubernetes
84,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7609,32,kubernetes
85,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6529,32,kubernetes
86,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7754,32,kubernetes
87,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5949,32,kubernetes
88,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8075,32,kubernetes
89,azure/aks/gpu,azure,aks,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5317,32,kubernetes
90,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,time_seconds,31.685,16,kubernetes
91,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_accuracy,0.6874,16,kubernetes
92,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_loss,0.8277,16,kubernetes
93,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_accuracy,0.7605,16,kubernetes
94,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_loss,0.6532,16,kubernetes
95,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_accuracy,0.776,16,kubernetes
96,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_loss,0.5944,16,kubernetes
97,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_accuracy,0.807,16,kubernetes
98,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_loss,0.5316,16,kubernetes
99,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,time_seconds,38.064,16,kubernetes
100,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_accuracy,0.6871,16,kubernetes
101,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_loss,0.8282,16,kubernetes
102,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_accuracy,0.7606,16,kubernetes
103,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_loss,0.653,16,kubernetes
104,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_accuracy,0.776,16,kubernetes
105,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_loss,0.5949,16,kubernetes
106,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_accuracy,0.8075,16,kubernetes
107,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_loss,0.5322,16,kubernetes
108,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,time_seconds,41.766,16,kubernetes
109,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_accuracy,0.6868,16,kubernetes
110,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_loss,0.8293,16,kubernetes
111,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_accuracy,0.7608,16,kubernetes
112,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_loss,0.6528,16,kubernetes
113,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_accuracy,0.7751,16,kubernetes
114,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_loss,0.5956,16,kubernetes
115,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_accuracy,0.8075,16,kubernetes
116,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_loss,0.5314,16,kubernetes
117,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,time_seconds,34.033,16,kubernetes
118,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_accuracy,0.6875,16,kubernetes
119,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_loss,0.8287,16,kubernetes
120,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_accuracy,0.7607,16,kubernetes
121,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_loss,0.6531,16,kubernetes
122,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_accuracy,0.7749,16,kubernetes
123,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_loss,0.5945,16,kubernetes
124,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_accuracy,0.8076,16,kubernetes
125,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_loss,0.5307,16,kubernetes
126,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,time_seconds,35.37,16,kubernetes
127,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_accuracy,0.6872,16,kubernetes
128,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_0_loss,0.8273,16,kubernetes
129,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_accuracy,0.7611,16,kubernetes
130,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_1_loss,0.6528,16,kubernetes
131,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_accuracy,0.7754,16,kubernetes
132,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_2_loss,0.595,16,kubernetes
133,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_accuracy,0.8078,16,kubernetes
134,azure/aks/gpu,azure,aks,gpu,16,usernetes-vs-kubernetes,epoch_3_loss,0.5305,16,kubernetes
135,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,time_seconds,30.021,8,usernetes
136,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.6865,8,usernetes
137,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.8296,8,usernetes
138,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7614,8,usernetes
139,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.6529,8,usernetes
140,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.776,8,usernetes
141,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5946,8,usernetes
142,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8066,8,usernetes
143,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.5322,8,usernetes
144,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,time_seconds,29.347,8,usernetes
145,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.688,8,usernetes
146,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.827,8,usernetes
147,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7611,8,usernetes
148,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.6531,8,usernetes
149,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.7759,8,usernetes
150,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5948,8,usernetes
151,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8076,8,usernetes
152,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.5316,8,usernetes
153,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,time_seconds,30.016,8,usernetes
154,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.6871,8,usernetes
155,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.8294,8,usernetes
156,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7617,8,usernetes
157,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.6534,8,usernetes
158,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.776,8,usernetes
159,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5948,8,usernetes
160,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8062,8,usernetes
161,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.5311,8,usernetes
162,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,time_seconds,29.473,8,usernetes
163,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.6872,8,usernetes
164,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.8289,8,usernetes
165,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7603,8,usernetes
166,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.6525,8,usernetes
167,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.776,8,usernetes
168,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5945,8,usernetes
169,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8083,8,usernetes
170,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.5315,8,usernetes
171,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,time_seconds,29.464,8,usernetes
172,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_accuracy,0.6873,8,usernetes
173,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_0_loss,0.8288,8,usernetes
174,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_accuracy,0.7611,8,usernetes
175,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_1_loss,0.6534,8,usernetes
176,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_accuracy,0.7766,8,usernetes
177,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_2_loss,0.5943,8,usernetes
178,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_accuracy,0.8076,8,usernetes
179,azure/usernetes/gpu,azure,usernetes,gpu,8,usernetes-vs-kubernetes,epoch_3_loss,0.531,8,usernetes
180,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,time_seconds,99.75800000000001,32,usernetes
181,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6872,32,usernetes
182,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8288,32,usernetes
183,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7613,32,usernetes
184,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6534,32,usernetes
185,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7754,32,usernetes
186,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5956,32,usernetes
187,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.807,32,usernetes
188,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5317,32,usernetes
189,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,time_seconds,108.518,32,usernetes
190,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6874,32,usernetes
191,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8288,32,usernetes
192,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7612,32,usernetes
193,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6535,32,usernetes
194,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7758,32,usernetes
195,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5955,32,usernetes
196,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8071,32,usernetes
197,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5311,32,usernetes
198,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,time_seconds,89.504,32,usernetes
199,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6866,32,usernetes
200,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8299,32,usernetes
201,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7604,32,usernetes
202,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6531,32,usernetes
203,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7751,32,usernetes
204,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5954,32,usernetes
205,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8066,32,usernetes
206,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5312,32,usernetes
207,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,time_seconds,104.929,32,usernetes
208,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6868,32,usernetes
209,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8287,32,usernetes
210,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7614,32,usernetes
211,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6527,32,usernetes
212,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.776,32,usernetes
213,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5946,32,usernetes
214,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8072,32,usernetes
215,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5324,32,usernetes
216,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,time_seconds,105.453,32,usernetes
217,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_accuracy,0.6877,32,usernetes
218,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_0_loss,0.8287,32,usernetes
219,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_accuracy,0.7616,32,usernetes
220,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_1_loss,0.6523,32,usernetes
221,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_accuracy,0.7758,32,usernetes
222,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_2_loss,0.5949,32,usernetes
223,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_accuracy,0.8071,32,usernetes
224,azure/usernetes/gpu,azure,usernetes,gpu,32,usernetes-vs-kubernetes,epoch_3_loss,0.5308,32,usernetes
225,azure/usernetes/gpu,azure,usernetes,gpu,16,usernetes-vs-kubernetes,time_seconds,50.157,16,usernetes
